Año;Departamento;Municipio;Operadora;Campo;Contrato;enero;febrero;marzo;abril;mayo;junio;julio;agosto;septiembre;octubre;noviembre;diciembre;Total;
2017;META;CASTILLA NUEVA;ECOPETROL S.A.;CASTILLA;CUBARRAL;75880,32258;76069,60714;74166,87097;74477,06667;72433,10129;71215,963;73776,15806;68497,67903;66751,539;70306,80871;69506,26667;68950,88484;862032,268;
2018;META;CASTILLA NUEVA;ECOPETROL S.A.;CASTILLA ;CUBARRAL;68858,1471;64204,99071;69337,89903;67696,702;73904,68613;72260,336;73549,91968;73250,78935;72461,43233;71305,38903;71034,63567;72496,14613;850361,0732;
2020;META;ACACIAS;ECOPETROL S.A.;CASTILLA ;CUBARRAL;176,07;168,84;137,1;163,74;156,6;140,2;137,63;158,5;142,98;132,53;144,33;80,62;1739,14;
2020;META;CASTILLA NUEVA;ECOPETROL S.A.;CASTILLA ;CUBARRAL;69186,93;67870,54;67288,8;66575,22;66017,87;66866,57;66553,54;65469,99;65367;65133,08;64414,23;59183,42;789927,19;
2021;META;ACACIAS;ECOPETROL S.A.;CASTILLA ;CUBARRAL;0;0;0;0;0;44,82;119,25;187,55;208,87;195,38;192,28;206,11;1154,26;
2021;META;CASTILLA NUEVA;ECOPETROL S.A.;CASTILLA ;CUBARRAL;53937,53;55306,89;55677,66;55022,54;54452,97;55145,66;57710,88;57642,97;57471,54;57815,4;56980,21;56972,41;674136,66;
2022;META;ACACIAS;ECOPETROL S.A.;CASTILLA ;CUBARRAL;193,04;184,41;182,96;177,48;176,98;176,48;180,22;181,64;110,1;374,22;395,38;325,19;2658,1;
2022;META;CASTILLA NUEVA;ECOPETROL S.A.;CASTILLA ;CUBARRAL;57440,22;58528,64;58794,52;58544,69;58649,15;57803,32;58853,03;58115,42;58309,1;58296,75;58805,01;58032,31;700172,16;
2023;META;ACACIAS;ECOPETROL S.A.;CASTILLA ;CUBARRAL;279,31;204,74;155,31;339,74;183,81;143,05;363,89;324,32;339,1;337,74;320,3;316,91;3308,22;
2023;META;CASTILLA NUEVA;ECOPETROL S.A.;CASTILLA ;CUBARRAL;59012,38;58401,61;58218,42;58118,21;56719,77;59466,53;59880,44;58462,65;57278,46;57032,67;57725,44;57582,39;697898,97;
2013;META;CASTILLA NUEVA;ECOPETROL S.A.;CASTILLA ESTE;CUBARRAL;631,9354839;629,5357143;597,7741935;543,8333333;566,5806452;567,4333333;634,6451613;660;574;596,7419355;627,8;622,8709677;7253,150768;
2014;META;CASTILLA NUEVA;ECOPETROL;CASTILLA ESTE;APIAY;596,0967742;605,8214286;595,0645161;562,8666667;586,9677419;575,6666667;570,9032258;493,5806452;476,3333333;488;476,37;482,42;6510,090998;
2015;META;ACACIAS;ECOPETROL;CASTILLA ESTE;CUBARRAL;0;0;0;0;314,87;0;0;0;0;0;0;0;314,87;
2015;META;CASTILLA NUEVA;ECOPETROL;CASTILLA ESTE;CUBARRAL;529,58;544,54;577,23;554,27;177,61;521,6;491,45;522;554,07;582,39;471,03;482,9;6008,67;
2016; META ; CASTILLA NUEVA ; ECOPETROL ; CASTILLA ESTE ; CUBARRAL ;445,52;335,79;319,35;310,23;275,84;282,9;289;300,65;280;327,26;336,67;315,94;3819,15;
2017;META;CASTILLA NUEVA;ECOPETROL S.A.;CASTILLA ESTE;CUBARRAL;163,7419355;329,3928571;282,0322581;284,6333333;303,2974194;330,656;350,6212903;416,8183871;369,1146667;381,5290323;381,6533333;383,1351613;3976,625674;
2018;META;CASTILLA NUEVA;ECOPETROL S.A.;CASTILLA ESTE;CUBARRAL;375,5158065;365,1842857;361,9390323;321,7816667;366,6603226;263,8133333;264,2170968;232,1967742;270,203;291,0067742;276,342;340,0603226;3728,920415;
2020;META;CASTILLA NUEVA;ECOPETROL S.A.;CASTILLA ESTE;CUBARRAL;130,7;111,5;111,35;100,37;130,08;166,72;192,05;138,47;127,28;144,61;129,63;169,88;1652,64;
2021;META;CASTILLA NUEVA;ECOPETROL S.A.;CASTILLA ESTE;CUBARRAL;201;193,58;217,54;114,16;228,57;226,95;190,52;150,28;185,91;179,43;194,56;198,84;2281,34;
2022;META;CASTILLA NUEVA;ECOPETROL S.A.;CASTILLA ESTE;CUBARRAL;199,15;196,29;195,85;205,19;201,86;210,15;193,94;95,41;178,98;219,03;245,71;251,76;2393,32;
2023;META;CASTILLA NUEVA;ECOPETROL S.A.;CASTILLA ESTE;CUBARRAL;242,76;244,01;250,19;256,82;273,79;287,49;306,66;283,16;284,04;305,35;325,72;320,06;3380,05;
2013;META;ACACIAS;ECOPETROL S.A.;CASTILLA NORTE;CUBARRAL;50594,25806;51377,89286;50768,77419;46735,26667;51137,19355;49917,53333;49135,83871;49516,29032;44696,66667;44460,06452;45753,63333;47298,48387;581391,8961;
2014;META;ACACIAS;ECOPETROL;CASTILLA NORTE;APIAY;46707,67742;44922,25;42186,19355;37655,2;39843,51613;39365,86667;42490,70968;43896,87097;41088,86667;44345,96774;43728,7;43535,81;509767,6288;
2015;META;ACACIAS;ECOPETROL;CASTILLA NORTE;CUBARRAL;41497,26;41658,64;37069,42;40799,67;46832;43408,17;47911,19;48735,19;54815,43;53491,03;46061,63;47445,55;549725,18;
2016; META ; ACACIAS ; ECOPETROL ; CASTILLA NORTE ; CUBARRAL ;47699,23;44111,45;40772,32;41837,07;39446,45;39285,6;42035,74;41930,13;42168;39488,77;39578,83;38720,74;497074,33;
2017;META;ACACIAS;ECOPETROL S.A.;CASTILLA NORTE;CUBARRAL;39569,93548;38992,82143;35958,09677;39852,4;42547,53581;44013,24733;40177,87226;45274,11581;41893,657;43334,93129;43245,245;44581,95161;499441,8098;
2017;META;CASTILLA NUEVA;ECOPETROL S.A.;CASTILLA NORTE;CUBARRAL;0;0;0;0;35,31225806;30,05266667;0;0;0;0;0;0;65,36492473;
2018;META;ACACIAS;ECOPETROL S.A.;CASTILLA NORTE;CUBARRAL;45210,68419;33907,01464;43925,03839;42142,43333;39402,52387;42261,29267;42903,00871;42241,43548;42621,76033;44157,02065;44720,52667;42612,36419;506105,1031;
2018;META;CASTILLA NUEVA;ECOPETROL S.A.;CASTILLA NORTE;CUBARRAL;0;0;0;0;0;0;231,0458065;714,3490323;559,8923333;402,5267742;1322,635333;2327,593871;5558,043151;
2020;META;ACACIAS;ECOPETROL S.A.;CASTILLA NORTE;CUBARRAL;44857,54;45269,98;46596,22;46091,02;44095,5;43501,21;42690,63;41934,92;42208,63;40885,75;41090,83;38312,62;517534,85;
2020;META;CASTILLA NUEVA;ECOPETROL S.A.;CASTILLA NORTE;CUBARRAL;2747,22;2918,36;3140,33;3261,69;3290,53;3422,07;3323,5;2865,05;2757,62;2688,94;2916,98;2696,5;36028,79;
2021;META;ACACIAS;ECOPETROL S.A.;CASTILLA NORTE;CUBARRAL;33840;33333,09;32510;32415,63;31823,79;34507,23;40139,81;41931,2;42397,7;42715,36;42252,93;41344,55;449211,29;
2021;META;CASTILLA NUEVA;ECOPETROL S.A.;CASTILLA NORTE;CUBARRAL;2480,78;2365,58;2196,45;2120,21;1979,51;2200,26;2671,92;2320,38;2206,42;2376,56;2779,99;2603,99;28302,05;
2022;META;ACACIAS;ECOPETROL S.A.;CASTILLA NORTE;CUBARRAL;41701,07;41828,06;42005,29;41996,84;41738,51;41857,94;41931,17;41520,04;41566,58;41352,28;41453,63;41193,73;500145,14;
2022;META;CASTILLA NUEVA;ECOPETROL S.A.;CASTILLA NORTE;CUBARRAL;2524,41;2582,88;2401,72;2219,96;2356,78;2317,2;2343,27;2197,13;2078,38;2090,17;2302,56;2525,92;27940,38;
2023;META;ACACIAS;ECOPETROL S.A.;CASTILLA NORTE;CUBARRAL;40090,34;40282,45;40477,34;39818,36;37718,14;38864,43;38848,47;39559,14;38722,87;37808,78;38360,88;38625,74;469176,94;
2023;META;CASTILLA NUEVA;ECOPETROL S.A.;CASTILLA NORTE;CUBARRAL;2592,17;2649,31;2624,06;2589,36;2403,63;2634,97;2596,15;3641,65;3344,12;3170;3187,57;3216,1;34649,09;
2013;CESAR;AGUACHICA;COLOMBIA ENERGY DEVELOPMENT CO.;CATALINA;BOLIVAR;37,16129032;33,64285714;27,96774194;30,56666667;27,06451613;24,56666667;22,61290323;19,06451613;0;0;0;0;222,6471582;
2014;CESAR;AGUACHICA;COLOMBIA ENERGY DEVELOPMENT;CATALINA;BOLIVAR;0;0;0;0;0;0;0,838709677;0;0;0;0;0;0,838709677;
2018;CESAR;AGUACHICA;LAGOSUR PETROLEUM COLOMBIA INC SUCURSAL COLOMBIA;CATALINA;BOLIVAR;0;0;0;0;0;0;0;0;0;0,083870968;0;1,685483871;1,769354839;
2023;CESAR;AGUACHICA;LAGOSUR PETROLEUM COLOMBIA INC SUCURSAL COLOMBIA;CATALINA;BOLIVAR;90,79;14,14;0;0;0;0;0;0;0;0;0;0;104,93;
2013;HUILA;NEIVA;ECOPETROL S.A.;CEBU;PIJAO POTRERILLO;304,8709677;282,2857143;146,3548387;138,0666667;150,0967742;132,6333333;159,6451613;137,2903226;143,7;112,2903226;139,4;114,7096774;1961,343779;
2014;HUILA;NEIVA;ECOPETROL ALTO MAGDALENA;CEBU;ALTO MAGDALENA;101,2903226;120,1071429;120,1290323;133,4333333;160,5806452;209,1;149,0322581;156,516129;180,6;131,0967742;145,1;178,32;1785,305637;
2015;HUILA;NEIVA;ECOPETROL;CEBU;PIJAO-POTRERILLO;184,23;193,21;210,32;199,43;212,42;222,07;188,77;154,97;190,03;213,45;171,57;197,9;2338,37;
2016; HUILA ; NEIVA ; ECOPETROL ; CEBU ; PIJAO POTRERILLO ;195,23;187,93;141,39;165,87;186,97;173,53;153,87;165,58;165,17;173,77;181,6;190,74;2081,65;
2017;HUILA;NEIVA;ECOPETROL S.A.;CEBU;PIJAO POTRERILLO;184;183,9642857;191,6451613;154,3;179,2903226;181,4296667;159,3296774;171,4625806;160,7623333;150,1712903;138,5046667;140,8812903;1995,741275;
2018;HUILA;NEIVA;ECOPETROL S.A.;CEBU;PIJAO-POTRERILLO;144,7148387;148,7682143;174,8635484;177,6196667;156,973871;144,75;162,5325806;168,5819355;156,164;199,2393548;212,999;200,9045161;2048,111526;
2020;HUILA;NEIVA;ECOPETROL S.A.;CEBU;PIJAO-POTRERILLO;197,85;135,46;147,38;20,16;0;0;62,65;147;67,23;140,99;176,01;164,78;1259,51;
2021;HUILA;NEIVA;ECOPETROL S.A.;CEBU;PIJAO-POTRERILLO;170,12;167,59;169,51;134,11;113,49;95,81;96,04;106,78;110,16;117,16;127,46;182,37;1590,6;
2022;HUILA;NEIVA;ECOPETROL S.A.;CEBU;PIJAO-POTRERILLO;149,67;178,29;176,88;100,93;124,85;225,56;226,75;220,33;228,4;0;0;0;1631,66;
2020;CASANARE;SAN LUIS DE PALENQUE;INVEPETROL LIMITED COLOMBIA;CEDRILLO;CASANARE ESTE;0;134,15;432,17;393,33;433,25;357,78;282,5;0;255,69;358,78;331,46;305,65;3284,76;
2021;CASANARE;SAN LUIS DE PALENQUE;INVEPETROL LIMITED COLOMBIA;CEDRILLO;CASANARE ESTE;230,24;177,51;126,45;94,92;68,48;78,29;65,4;61,15;19,08;22,59;23,23;22,17;989,51;
2022;CASANARE;SAN LUIS DE PALENQUE;INVEPETROL LIMITED COLOMBIA;CEDRILLO;CASANARE ESTE;19,92;22,14;23,39;35,39;33,57;33,43;29,63;28,7;25,98;19,09;22,23;22,45;315,92;
2023;CASANARE;SAN LUIS DE PALENQUE;INVEPETROL LIMITED COLOMBIA;CEDRILLO;CASANARE ESTE;21,68;20,31;0;0;0;0;0;0;0;0;0;0;41,99;
2014;META;CABUYARO;PETROMINERALES COLOMBIA LTD;CEIBO;GUATIQUIA;0;360,4285714;2485,83871;3417,533333;3825;3693,833333;3480,774194;3329,903226;3358,1;3735,548387;3820,63;3727,32;35234,90975;
2015;META;CABUYARO;PETROMINERALES COLOMBIA LTD;CEIBO;GUATIQUIA;3657,516129;3554,928571;3216,612903;2954,633333;2479,548387;2226,2;2103,548387;2658;3375,966667;3148,419355;2859,866667;2616,322581;34851,56298;
2016; META ; CABUYARO ; PETROMINERALES COLOMBIA LTD ; CEIBO ; GUATIQUIA ;2317,612903;1995,482759;2155,741935;2274,166667;2120,741935;2065;2017,870968;1855,225806;1571,933333;2110,387097;2033,266667;2015,548387;24532,97846;
2017;META;CABUYARO;FRONTERA ENERGY;CEIBO;GUATIQUIA;1909,096774;1779,428571;1687,322581;1315,8;1647,354839;1863,433333;1867,769032;1887,853548;2055,127333;2052,873548;1940,791667;1843,413871;21850,2651;
2018;META;CABUYARO;FRONTERA ENERGY COLOMBIA CORP SUCURSAL COLOMBIA;CEIBO;GUATIQUIA;1748,820645;1713,094643;1608,329677;1470,878667;1315,16;1308,985667;1270,307097;1158,678065;1213,392333;1150,567097;990,7146667;998,1922581;15947,12081;
2020;META;CABUYARO;Frontera Energy Colombia Corp Sucursal Colombia;CEIBO;GUATIQUIA;0;6876,84;6140,48;5947,89;7141,78;7009,9;6423,44;7095,91;7224,98;6828,5;6846,55;6615,84;74152,11;
2020;META;CABUYARO; Frontera Energy Colombia Corp Sucursal Colombia ;CEIBO;GUATIQUIA;7831,41;0;0;0;0;0;0;0;0;0;0;0;7831,41;
2021;META;CABUYARO;Frontera Energy Colombia Corp Sucursal Colombia;CEIBO;GUATIQUIA;6048,32;5834,91;5699,23;5791,36;5622,61;5709,89;5542,46;5273,9;5190,25;5121,08;4976,43;4886,64;65697,08;
2022;META;CABUYARO;Frontera Energy Colombia Corp Sucursal Colombia;CEIBO;GUATIQUIA;4593,74;4958,64;4836,41;4612,15;4462,78;4662,81;4534,47;4230,78;4424,7;4254,02;4128,86;3989,69;53689,05;
2023;META;CABUYARO;FRONTERA ENERGY COLOMBIA CORP SUCURSAL COLOMBIA;CEIBO;GUATIQUIA;3875,34;3768,19;3591,08;3432,97;3163,95;3011,6;2816,6;2834,08;2842,68;2817,66;2802,28;2799,01;37755,44;
2013;CASANARE;TRINIDAD;PAREX RESOURCES COLOMBIA;CELEUS;LLANOS-17;0;0;0;0;0;0;0;0;147,3;563,7741935;439,0333333;474,8064516;1624,913978;
2014;CASANARE;TRINIDAD;RAMSHORN INTERNATIONAL LTD;CELEUS;Llanos 17;393,3548387;341,9642857;285,2258065;163;4,419354839;0;92,06451613;187,7096774;147,9666667;114,6451613;63,3;0;1793,650307;
2014;CASANARE;PAZ DE ARIPORO;PAREX RESOURCES COLOMBIA LTD;CELTIS;LLANOS 40;0;0;28,29032258;148,8;159,516129;213,9666667;0;469,1935484;378,4333333;334,7419355;330,33;322,16;2385,431935;
2015;CASANARE;PAZ DE ARIPORO;PAREX RESOURCES COLOMBIA LTD;CELTIS;LLANOS 40;309,2258065;292,3214286;261,4193548;265,3;251,8387097;216,9;228,9032258;218,9032258;108,7333333;0;0;0;2153,545084;
2013;PUTUMAYO;PUERTO CAICEDO;ECOPETROL S.A.;CENCELLA;ORITO;0;93,78571429;17,96774194;31,4;134,7419355;131,0666667;129,1935484;65,93548387;14,93333333;121,9032258;125,5;8,580645161;875,0082949;
2014;PUTUMAYO;PUERTO CAICEDO;ECOPETROL D. SUR;CENCELLA;ORITO;0;0;0;0;0;0;0;100,7741935;28,76666667;0;46,03;117,19;292,7608602;
2015;PUTUMAYO;PUERTO CAICEDO;ECOPETROL;CENCELLA;ORITO;117,3225806;120,1785714;41,64516129;0;29,12903226;113,0333333;120,1935484;137,6774194;112,0666667;17,61290323;5,033333333;20,70967742;834,6022273;
2016; PUTUMAYO ; PUERTO CAICEDO ; ECOPETROL ; CENCELLA ; ORITO ;111,7741935;106,6206897;111,4193548;108,7333333;61,48387097;97,03333333;28,61290323;0;0;0;0;0;625,6776789;
2017;PUTUMAYO;PUERTO CAICEDO;ECOPETROL S.A.;CENCELLA;ORITO;0;0;0;0;17,93548387;0;0;0;0;0;0;0;17,93548387;
2013;CASANARE;MANI;EMERALD ENERGY PLC SUCURSAL COLOMBIA;CENTAURO SUR;CAMPO RICO;575;585,9285714;581,7096774;439,5;366,9032258;380,8666667;365,483871;361,6774194;323,1;307,483871;290,6666667;276;4854,319969;
2014;CASANARE;MANI;EMERALD ENERGY  DE COLOMBIA PLC;CENTAURO SUR;CAMPO RICO;266,2258065;264,9285714;259,9354839;224,2333333;227,8709677;208,0333333;180,8709677;178,6451613;180,9333333;183,8709677;182,67;170,68;2528,897926;
2015;CASANARE;MANI;EMERALD ENERGY  DE COLOMBIA PLC;CENTAURO SUR;CAMPO RICO;168,1612903;170,5357143;173,2903226;167,9;170,2903226;169,1666667;172,516129;165,1935484;156,8666667;149,0645161;144,2;136,4193548;1943,604531;
2016; CASANARE ; MANI ; EMERALD ENERGY  DE COLOMBIA PLC ; CENTAURO SUR ; CAMPO RICO ;103,1612903;13;0;0;0;0;0;0;0;0;0;0;116,1612903;
2017;CASANARE;MANI;EMERALD ENERGY PLC SUCURSAL COLOMBIA;CENTAURO SUR;CAMPO RICO;0;0;4,387096774;58;70,69935484;75,31166667;76,39580645;66,01258065;67,46366667;69,86806452;63,937;120,0129032;672,0881398;
2018;CASANARE;MANI;EMERALD ENERGY PLC SUCURSAL COLOMBIA;CENTAURO SUR;CAMPO RICO;138,99;146,4464286;146,7216129;145,956;145,0370968;138,0856667;142,2854839;136,6387097;106,556;100,6570968;99,23933333;95,37580645;1541,989235;
2020;CASANARE;MANI;EMERALD ENERGY PLC SUCURSAL COLOMBIA;CENTAURO SUR;CAMPO RICO;96,56;94,19;84,19;83,18;61,4;80,1;45,67;22,06;23,04;23,15;22,66;24,78;660,98;
2021;CASANARE;MANI;EMERALD ENERGY PLC SUCURSAL COLOMBIA;CENTAURO SUR;CAMPO RICO;24,75;25,59;25,39;25,45;26,45;27,69;46,48;69,18;80,78;79,81;85,35;88,75;605,67;
2022;CASANARE;MANI;EMERALD ENERGY PLC SUCURSAL COLOMBIA;CENTAURO SUR;CAMPO RICO;90,52;89,32;88,65;87,37;85,44;87,75;89,31;89,37;89,03;93,24;85,16;90,65;1065,81;
2023;CASANARE;MANI;EMERALD ENERGY PLC SUCURSAL COLOMBIA;CENTAURO SUR;CAMPO RICO;86,64;84,36;83,74;83,79;79,8;19,28;0;0;0;0;0;0;437,61;
2013;CASANARE;SAN LUIS DE PALENQUE;ECOPETROL S.A.;CERNICALO;CUBIRO;112,8709677;239,2142857;263,516129;226,2666667;64,5483871;0;102,1290323;533,6774194;519,5;518,516129;849,0666667;725,6451613;4154,950845;
2014;CASANARE;SAN LUIS DE PALENQUE;ALANGE ENERGY CORP SUC COLOMBIA;CERNICALO;CUBIRO;647,7741935;543,3214286;538,9032258;512,1;452,5806452;413,7;363;277;271,2333333;258,4193548;244,9;234,74;4757,672181;
2015;CASANARE;SAN LUIS DE PALENQUE;ECOPETROL;CERNICALO;CUBIRO;244,0645161;261,5714286;241,8709677;237,3333333;222,9354839;205,3666667;208,8709677;196,3870968;181,7666667;181,4516129;175,7;170,2580645;2527,576805;
2016; CASANARE ; SAN LUIS DE PALENQUE ; ALANGE ENERGY CORP SUC COLOMBIA ; CERNICALO ; CUBIRO ;95,96774194;0;0;0;0;0;0;0;0;0;0;0;95,96774194;
2018;CASANARE;SAN LUIS DE PALENQUE;FRONTERA ENERGY COLOMBIA CORP SUCURSAL COLOMBIA;CERNICALO;CUBIRO;0;0;0;0;0;8,374;28,62580645;0;0;0;0;0;36,99980645;
2020;CASANARE;SAN LUIS DE PALENQUE;Frontera Energy Colombia Corp Sucursal Colombia;CERNICALO;CUBIRO;0;0;66,7;18,86;0;0;0;0;0;0;0;0;85,56;
2022;CASANARE;SAN LUIS DE PALENQUE;Frontera Energy Colombia Corp Sucursal Colombia;CERNICALO;CUBIRO;0;0;0;0;0;0;0;0;57,46;126,35;103,7;99,27;386,78;
2023;CASANARE;SAN LUIS DE PALENQUE;FRONTERA ENERGY COLOMBIA CORP SUCURSAL COLOMBIA;CERNICALO;CUBIRO;86,06;84,45;75,68;69,04;65,3;60,39;61,44;62,7;62,16;61,14;55,5;53,67;797,53;
2013;NORTE DE SANTANDER;SARDINATA;WELL LOGGING;CERRO GORDO;CARBONERA;2,387096774;1,5;1,290322581;3,066666667;1,419354839;2,566666667;3,096774194;1,387096774;1,033333333;3,032258065;1,166666667;0,870967742;22,8172043;
2014;NORTE DE SANTANDER;SARDINATA;WELL LOGGING;CERRO GORDO;BLOQUE CARBONERA;1,161290323;3,107142857;1,258064516;1,3;2,580645161;1,2;1,193548387;0,903225806;0,666666667;0,709677419;4,1;0,55;18,73026114;
2015;NORTE DE SANTANDER;SARDINATA;WELL LOGGING;CERRO GORDO;BLOQUE CARBONERA;1,258064516;0,428571429;0,064516129;1,9;0;0;0,580645161;0;0;0;0;0;4,231797235;
2017;NORTE DE SANTANDER;SARDINATA;WATTLE PETROLEUM COMPANY S.A.S;CERRO GORDO;BLOQUE CARBONERA;0;0,214285714;0,225806452;0,1;0,271290323;0,333;0,273870968;0,166774194;0,158333333;0,240322581;0,311;0,291935484;2,586619048;
2018;NORTE DE SANTANDER;SARDINATA;WATTLE PETROLEUM COMPANY S.A.S;CERRO GORDO;CARBONERA;1,662903226;0,3;0,215806452;0,269333333;0,51516129;0,141333333;0,116129032;1,455483871;0,100333333;0,052580645;0,110666667;0,022903226;4,962634409;
2020;NORTE DE SANTANDER;SARDINATA;WATTLE PETROLEUM COMPANY S.A.S;CERRO GORDO;CARBONERA;0,33;0;0,15;0;0;0;0;0;0;0;0;0;0,48;
2023;NORTE DE SANTANDER;SARDINATA;WATTLE PETROLEUM COMPANY S.A.S;CERRO GORDO;CARBONERA;0;0;0;0;0;0;2,88;3,97;0,17;0;1,97;1,54;10,53;
2015;CASANARE;TAURAMENA;GEOPARK COLOMBIA PN S.A SUCURSAL COLOMBIA (Winchester);CHACHALACA;LLANOS 34;0;0;0;0;0;0;0;100,9354839;100,3;943,1612903;752,8666667;422,7096774;2319,973118;
2016; CASANARE ; TAURAMENA ; GEOPARK COLOMBIA PN S.A SUCURSAL ; CHACHALACA ; LLANOS 34 ;159,7096774;29,13793103;0;0;0;0;162,0967742;316,3548387;281,6333333;228,6129032;175,8666667;139,516129;1492,928254;
2017;CASANARE;TAURAMENA;GEOPARK COLOMBIA S.A.S.;CHACHALACA;LLANOS 34;0;0;0;0;0;0;0;0;0,022666667;0;0;0;0,022666667;
2017;CASANARE;TAURAMENA;GEOPARK COLOMBIA S.A.S.;CHACHALACA;LLANOS 34;120,9032258;41,64285714;0;0;0;0;0;0;0;0;0;0;162,5460829;
2018;CASANARE;PENDIENTE CERTIFICADO IGAC;GEOPARK COLOMBIA S.A.S.;CHACHALACA;LLA 34;0;0;142,0077419;186,8896667;139,8835484;165,1696667;132,6429032;0;0;0;0;0;766,5935269;
2018;CASANARE;TAURAMENA;GEOPARK COLOMBIA S.A.S.;CHACHALACA;LLA 34;0;0;0;0;0;0;0;114,7958065;107,639;103,1277419;104,1856667;97,39677419;527,1449892;
2020;CASANARE;TAURAMENA;GEOPARK COLOMBIA S.A.S.;CHACHALACA;LLA 34;113,34;106,82;47,23;0;0;0;0;0;5,63;0;0;0;273,02;
2021;CASANARE;TAURAMENA;GEOPARK COLOMBIA S.A.S.;CHACHALACA;LLA 34;0;0;24,29;0;0;0;20,17;34,28;0;0;0;0;78,74;
2022;CASANARE;TAURAMENA;GEOPARK COLOMBIA S.A.S.;CHACHALACA;LLA 34;0;0;0;0;0;0;0;1,89;0;0;0;0;1,89;
2023;CASANARE;TAURAMENA;GEOPARK COLOMBIA S.A.S.;CHACHALACA;LLA 34;0;0;0;0;0;0;0;4,2;0;0;0;0;4,2;
2014;META;BARRANCA DE UPIA;PERENCO COLOMBIA LIMITED;CHACHARO;CERRERO;0;0;0;0;0;68,03333333;47,4516129;0;0;62,67741935;853,63;975,84;2007,632366;
2015;META;BARRANCA DE UPIA;PERENCO COLOMBIA LIMITED;CHACHARO;CERRERO;692,1612903;295,2857143;15,41935484;0;0;0;0;0;0;0;0;0;1002,866359;
2013;META;PUERTO GAITAN;MAUREL & PROM COLOMBIA B.V.;CHAMAN;SABANERO;62,38709677;49,28571429;35,12903226;30,03333333;38,96774194;24;25,22580645;32,80645161;22,33333333;25,83870968;45;57,19354839;448,200768;
2014;META;PUERTO GAITAN;MAUREL & PROM COLOMBIA B.V;CHAMAN;SABANERO;62;59,39285714;54,77419355;51,76666667;38,4516129;51,73333333;37,25806452;31,64516129;12,66666667;1,580645161;0;0;401,2692012;
2013;CASANARE;PAZ DE ARIPORO;PERENCO COLOMBIA LIMITED;CHAPARRITO;ESTERO;200,8387097;218,8214286;218,8064516;217,1;212,5806452;207,9666667;210,6129032;217,3870968;204,3;211,6129032;211,9333333;179,5483871;2511,508525;
2014;CASANARE;PAZ DE ARIPORO;PERENCO COLOMBIA LIMITED;CHAPARRITO;ESTERO;89;174,0357143;176,9032258;165,9666667;160,4193548;161,2333333;131,8064516;168,5806452;163,9;168,0967742;164,37;159,9;1884,212166;
2015;CASANARE;PAZ DE ARIPORO;PERENCO COLOMBIA LIMITED;CHAPARRITO;ESTERO;160,7419355;159,2857143;154,6451613;150,1333333;147,9032258;137,2;20,80645161;152,6129032;144,1;145,3225806;149;147,4193548;1669,170661;
2016; CASANARE ; PAZ DE ARIPORO ; PERENCO COLOMBIA LIMITED ; CHAPARRITO ; ESTERO ;149,3225806;61,96551724;0;0;22,19354839;153,2;131,0967742;129,7741935;129,4;130,0322581;130,3333333;125,4516129;1162,769818;
2017;CASANARE;PAZ DE ARIPORO;PERENCO COLOMBIA LIMITED;CHAPARRITO;ESTERO;121,9354839;132,5357143;128,4516129;129,2666667;91,67741935;0;116,6329032;282,9277419;339,355;377,4754839;379,9036667;372,9474194;2473,109112;
2018;CASANARE;PAZ DE ARIPORO;PERENCO COLOMBIA LIMITED;CHAPARRITO;ESTERO;355,0848387;327,9278571;304,8967742;319,3643333;232,7951613;280,5773333;253,3854839;227,6941935;277,57;283,0006452;266,3793333;272,9345161;3401,61047;
2020;CASANARE;PAZ DE ARIPORO;PERENCO COLOMBIA LIMITED;CHAPARRITO;ESTERO;242,3;236,94;239,03;240,27;230,64;224,85;172,33;0;184,83;231,47;214,22;229,02;2445,9;
2021;CASANARE;PAZ DE ARIPORO;PERENCO COLOMBIA LIMITED;CHAPARRITO;ESTERO;236,76;254,08;148,15;233,82;236,24;235,42;236,8;254,52;249,07;254,46;254;246,29;2839,61;
2022;CASANARE;PAZ DE ARIPORO;PERENCO COLOMBIA LIMITED;CHAPARRITO;ESTERO;238,53;3,11;0;197,87;192,32;203,39;201,6;215,95;696,2;550,48;521,22;646,36;3667,03;
2023;CASANARE;PAZ DE ARIPORO;PERENCO COLOMBIA LIMITED;CHAPARRITO;ESTERO;891,19;1937,39;1840,07;2417,46;2810,06;2849,63;3249,74;3177,91;2905,92;2992,22;2954,62;2848,44;30874,65;
2019;PUTUMAYO;MOCOA;GRAN TIERRA ENERGY COLOMBIA LTD;CHAZA;MOQUETA;3673,7;3720,64;3590,09;3516,02;3848,96;4136,73;3982,24;3489,11;3304,66;3049,5;3011,71;3014,51;42337,87;
2019;PUTUMAYO;VILLAGARZON;GRAN TIERRA ENERGY COLOMBIA LTD;CHAZA;COSTAYACO;7657,6;7510,24;7115,56;6719,53;5917,99;5804,9;5958,2;6239,29;6524,91;6705,65;6542,65;7674,75;80371,27;
2013;TOLIMA;PURIFICACION;VETRA EXPLORACION Y PRODUCCION COLOMBIA S.A.S;CHENCHE;CHENCHE;42,48387097;42,39285714;18,93548387;0;0;0;0;0;0;0;0;0;103,812212;
2014;TOLIMA;PURIFICACION;ECOPETROL ALTO MAGDALENA;CHENCHE;CHENCHE;0;0;0;0;0;60,83333333;72,61290323;79,90322581;69,56666667;67,77419355;68,07;62,16;480,9203226;
